Data_Ocorrencia;Periodo_Ocorrencia;Cidade;Flagrante;Descr_Automovel
31/01/2022;Tarde;S.PAULO; Não;AUTOMOVEL
31/01/2022;Noite;EMBU GUACU; Não;AUTOMOVEL
31/01/2022;Noite;S.PAULO; Não;MOTOCICLO
31/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
31/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
31/01/2022;Noite;S.CARLOS; Não;AUTOMOVEL
31/01/2022;Noite;MAUA; Não;MOTOCICLO
31/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
31/01/2022;Manha;S.ANDRE; Não;AUTOMOVEL
31/01/2022;Noite;CAMPINAS; Não;MOTOCICLO
31/01/2022;Noite;TABOAO DA SERRA; Não;MOTOCICLO
31/01/2022;Noite;CARAPICUIBA; Não;MOTOCICLO
31/01/2022;Noite;S.ANDRE; Não;MOTOCICLO
31/01/2022;Noite;S.ANDRE; Não;AUTOMOVEL
31/01/2022;Noite;CAMPINAS; Não;MOTOCICLO
31/01/2022;Noite;S.PAULO; Não;MOTOCICLO
31/01/2022;Noite;PIRAPOZINHO;Sim;AUTOMOVEL
31/01/2022;Noite;S.PAULO; Não;MOTOCICLO
31/01/2022;Noite;S.PAULO;Sim;
31/01/2022;Noite;S.PAULO;Sim;AUTOMOVEL
31/01/2022;Noite;S.PAULO;Sim;CAMINHONETE
31/01/2022;Noite;S.PAULO;Sim;
31/01/2022;Noite;S.PAULO;Sim;AUTOMOVEL
31/01/2022;Noite;S.PAULO;Sim;CAMINHONETE
01/02/2022;Madrugada;S.BERNARDO DO CAMPO; Não;MOTOCICLO
31/01/2022;Noite;RIBEIRAO PRETO;Sim;
31/01/2022;Noite;RIBEIRAO PRETO;Sim;AUTOMOVEL
31/01/2022;Noite;RIBEIRAO PRETO;Sim;AUTOMOVEL
31/01/2022;Noite;RIBEIRAO PRETO;Sim;
31/01/2022;Noite;RIBEIRAO PRETO;Sim;AUTOMOVEL
31/01/2022;Noite;RIBEIRAO PRETO;Sim;AUTOMOVEL
31/01/2022;Noite;RIBEIRAO PRETO;Sim;
31/01/2022;Noite;RIBEIRAO PRETO;Sim;AUTOMOVEL
31/01/2022;Noite;RIBEIRAO PRETO;Sim;AUTOMOVEL
31/01/2022;Noite;RIBEIRAO PRETO;Sim;
31/01/2022;Noite;RIBEIRAO PRETO;Sim;AUTOMOVEL
31/01/2022;Noite;RIBEIRAO PRETO;Sim;AUTOMOVEL
31/01/2022;Noite;RIBEIRAO PRETO;Sim;
31/01/2022;Noite;RIBEIRAO PRETO;Sim;AUTOMOVEL
31/01/2022;Noite;RIBEIRAO PRETO;Sim;AUTOMOVEL
01/02/2022;Madrugada;JUQUITIBA; Não;CAMINHONETE
01/02/2022;Madrugada;S.ANDRE; Não;AUTOMOVEL
01/02/2022;Madrugada;S.PAULO; Não;MOTOCICLO
01/02/2022;Madrugada;MAIRINQUE; Não;SEMI REBOQUE
01/02/2022;Madrugada;MAIRINQUE; Não;SEMI REBOQUE
01/02/2022;Madrugada;MAIRINQUE; Não;SEMI REBOQUE
01/02/2022;Madrugada;MAIRINQUE; Não;CAMINHÃƒO TRATOR
31/01/2022;Noite;S.BERNARDO DO CAMPO;Sim;
31/01/2022;Noite;S.BERNARDO DO CAMPO;Sim;
01/02/2022;Manha;S.PAULO; Não;MOTOCICLO
01/02/2022;Manha;S.PAULO; Não;MOTOCICLO
01/02/2022;Madrugada;JABOTICABAL; Não;MOTOCICLO
31/01/2022;Manha;GUARULHOS; Não;CAMINHÃƒO
31/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
31/01/2022;Tarde;DIADEMA; Não;MOTOCICLO
31/01/2022;Tarde;ITAQUAQUECETUBA; Não;SEMI REBOQUE
31/01/2022;Tarde;ITAQUAQUECETUBA; Não;CAMINHÃƒO TRATOR
31/01/2022;Noite;OSASCO; Não;MOTOCICLO
27/01/2022;Manha;JUNDIAI; Não;REBOQUE
27/01/2022;Manha;JUNDIAI; Não;CAMINHÃƒO TRATOR
31/01/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
31/01/2022;Tarde;ITAPIRA; Não;MOTOCICLO
31/01/2022;Tarde;S.PAULO; Não;
31/01/2022;Tarde;S.PAULO; Não;AUTOMOVEL
31/01/2022;Tarde;S.PAULO; Não;
31/01/2022;Tarde;S.PAULO; Não;AUTOMOVEL
29/01/2022;Noite;S.PAULO; Não;MOTOCICLO
01/02/2022;Manha;S.PAULO; Não;
01/02/2022;Manha;S.PAULO; Não;MOTOCICLO
01/02/2022;Manha;S.PAULO; Não;
01/02/2022;Manha;S.PAULO; Não;MOTOCICLO
31/01/2022;Noite;S.PAULO; Não;CAMINHONETE
31/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
31/01/2022;Noite;GUARULHOS; Não;MOTOCICLO
31/01/2022;Noite;S.PAULO; Não;MOTOCICLO
01/02/2022;Manha;S.PAULO; Não;AUTOMOVEL
31/01/2022;Tarde;OSASCO; Não;
31/01/2022;Tarde;OSASCO; Não;CAMINHONETE
31/01/2022;Tarde;OSASCO; Não;
31/01/2022;Tarde;OSASCO; Não;CAMINHONETE
31/01/2022;Tarde;OSASCO; Não;
31/01/2022;Tarde;OSASCO; Não;CAMINHONETE
31/01/2022;Tarde;GUARULHOS; Não;MOTOCICLO
31/10/2021;Tarde;EMBU GUACU; Não;CAMINHONETE
31/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
01/02/2022;Manha;S.PAULO; Não;
01/02/2022;Manha;S.PAULO; Não;MOTOCICLO
01/02/2022;Manha;S.PAULO; Não;
01/02/2022;Manha;S.PAULO; Não;MOTOCICLO
01/02/2022;Manha;PORTO FELIZ; Não;
01/02/2022;Manha;PORTO FELIZ; Não;SEMI REBOQUE
01/02/2022;Manha;PORTO FELIZ; Não;CAMINHÃƒO TRATOR
01/02/2022;Manha;PORTO FELIZ; Não;
01/02/2022;Manha;PORTO FELIZ; Não;SEMI REBOQUE
01/02/2022;Manha;PORTO FELIZ; Não;CAMINHÃƒO TRATOR
01/02/2022;Madrugada;S.ANDRE; Não;MOTONETA
31/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
01/02/2022;Manha;S.PAULO; Não;CAMINHONETE
01/02/2022;Manha;DIADEMA; Não;AUTOMOVEL
01/02/2022;Manha;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
30/01/2022;Madrugada;CAMPINAS; Não;AUTOMOVEL
01/02/2022;Madrugada;CUBATAO; Não;
01/02/2022;Madrugada;CUBATAO; Não;CAMINHÃƒO
01/02/2022;Madrugada;CUBATAO; Não;
01/02/2022;Madrugada;CUBATAO; Não;CAMINHÃƒO
01/02/2022;Manha;CAMPINAS; Não;CAMINHONETE
01/02/2022;Manha;S.BERNARDO DO CAMPO; Não;MOTOCICLO
01/02/2022;Manha;S.PAULO; Não;UTILITÃRIO
01/02/2022;Manha;BRODOWSKI; Não;CAMINHONETE
31/01/2022;Noite;CARAPICUIBA; Não;AUTOMOVEL
01/02/2022;Tarde;S.PAULO; Não;AUTOMOVEL
27/01/2022;Manha;FRANCA; Não;
27/01/2022;Manha;FRANCA; Não;
01/02/2022;Manha;S.PAULO; Não;
01/02/2022;Manha;S.PAULO; Não;AUTOMOVEL
01/02/2022;Manha;S.PAULO; Não;
01/02/2022;Manha;S.PAULO; Não;AUTOMOVEL
01/02/2022;Manha;S.PAULO; Não;
01/02/2022;Manha;S.PAULO; Não;AUTOMOVEL
01/02/2022;Madrugada;S.PAULO; Não;MOTOCICLO
31/01/2022;Tarde;CAMPINAS; Não;CAMINHÃƒO
28/01/2022;Noite;SOROCABA; Não;MOTOCICLO
31/01/2022;Noite;AGUAI; Não;AUTOMOVEL
01/02/2022;Manha;CAMPINAS; Não;CAMINHÃƒO
28/01/2022;Noite;RIBEIRAO PRETO; Não;MOTOCICLO
01/02/2022;Tarde;S.PAULO; Não;CAMINHONETE
31/01/2022;Noite;HORTOLANDIA; Não;MOTOCICLO
18/01/2022;Tarde;ITATIBA; Não;CAMINHÃƒO
28/01/2022;Madrugada;S.PAULO; Não;
28/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
28/01/2022;Madrugada;S.PAULO; Não;
28/01/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
01/02/2022;Manha;S.PAULO; Não;CAMINHONETE
01/02/2022;Tarde;GUARULHOS; Não;AUTOMOVEL
31/01/2022;Manha;CAMPO LIMPO PAULISTA; Não;
31/01/2022;Manha;CAMPO LIMPO PAULISTA; Não;CAMINHÃƒO
31/01/2022;Manha;CAMPO LIMPO PAULISTA; Não;
31/01/2022;Manha;CAMPO LIMPO PAULISTA; Não;CAMINHÃƒO
01/02/2022;Tarde;S.PAULO; Não;CAMINHONETE
01/02/2022;Manha;S.PAULO; Não;AUTOMOVEL
31/01/2022;Tarde;S.ANDRE; Não;MOTOCICLO
17/12/2021;Noite;S.PAULO; Não;MOTOCICLO
31/01/2022;Tarde;GUARULHOS; Não;CAMINHONETE
01/02/2022;Tarde;S.PAULO; Não;AUTOMOVEL
31/01/2022;Noite;CAMPINAS; Não;MOTOCICLO
01/02/2022;Tarde;S.ANDRE; Não;AUTOMOVEL
28/01/2022;Tarde;JARINU; Não;
28/01/2022;Tarde;JARINU; Não;CAMINHÃƒO TRATOR
28/01/2022;Tarde;JARINU; Não;
28/01/2022;Tarde;JARINU; Não;CAMINHÃƒO TRATOR
28/01/2022;Tarde;JARINU; Não;
28/01/2022;Tarde;JARINU; Não;CAMINHÃƒO TRATOR
01/02/2022;Tarde;CAJAMAR; Não;AUTOMOVEL
01/02/2022;Tarde;S.PAULO; Não;AUTOMOVEL
01/02/2022;Tarde;OSASCO; Não;
01/02/2022;Tarde;OSASCO; Não;CAMINHONETE
01/02/2022;Tarde;OSASCO; Não;
01/02/2022;Tarde;OSASCO; Não;CAMINHONETE
01/02/2022;Tarde;OSASCO; Não;
01/02/2022;Tarde;OSASCO; Não;CAMINHONETE
01/02/2022;Tarde;OSASCO; Não;
01/02/2022;Tarde;OSASCO; Não;CAMINHONETE
01/02/2022;Tarde;TAQUARITUBA; Não;AUTOMOVEL
01/02/2022;Tarde;RIO GRANDE DA SERRA; Não;CAMINHONETE
01/02/2022;Tarde;S.PAULO; Não;AUTOMOVEL
01/02/2022;Tarde;CAMPO LIMPO PAULISTA; Não;MOTOCICLO
01/02/2022;Tarde;S.ANDRE; Não;MOTOCICLO
01/02/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
01/02/2022;Noite;RIO CLARO; Não;MOTOCICLO
01/02/2022;Tarde;GUARULHOS;Sim;
01/02/2022;Tarde;GUARULHOS;Sim;CAMINHONETE
01/02/2022;Tarde;GUARULHOS;Sim;
01/02/2022;Tarde;GUARULHOS;Sim;CAMINHONETE
30/01/2022;Tarde;SUMARE; Não;CAMINHONETE
01/02/2022;Tarde;S.BARBARA D OESTE; Não;
01/02/2022;Tarde;S.BARBARA D OESTE; Não;AUTOMOVEL
01/02/2022;Tarde;S.BARBARA D OESTE; Não;
01/02/2022;Tarde;S.BARBARA D OESTE; Não;AUTOMOVEL
01/02/2022;Noite;S.CAETANO DO SUL; Não;AUTOMOVEL
31/01/2022;Noite;MAIRIPORA; Não;
31/01/2022;Noite;MAIRIPORA; Não;CAMINHÃƒO TRATOR
31/01/2022;Noite;MAIRIPORA; Não;SEMI REBOQUE
31/01/2022;Noite;MAIRIPORA; Não;
31/01/2022;Noite;MAIRIPORA; Não;CAMINHÃƒO TRATOR
31/01/2022;Noite;MAIRIPORA; Não;SEMI REBOQUE
01/02/2022;Tarde;SOROCABA; Não;MOTOCICLO
01/02/2022;Noite;OSASCO; Não;AUTOMOVEL
01/02/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
01/02/2022;Tarde;S.PAULO; Não;MOTOCICLO
01/02/2022;Tarde;PARDINHO; Não;CAMINHÃƒO TRATOR
01/02/2022;Tarde;PARDINHO; Não;SEMI REBOQUE
01/02/2022;Noite;S.PAULO; Não;MOTOCICLO
01/02/2022;Noite;S.PAULO; Não;AUTOMOVEL
29/01/2022;Tarde;EMBU DAS ARTES; Não;AUTOMOVEL
01/02/2022;Noite;TAUBATE; Não;MOTOCICLO
01/02/2022;Noite;S.PAULO; Não;AUTOMOVEL
31/01/2022;Noite;SOROCABA; Não;
31/01/2022;Noite;SOROCABA; Não;CAMINHÃƒO TRATOR
31/01/2022;Noite;SOROCABA; Não;SEMI REBOQUE
31/01/2022;Noite;SOROCABA; Não;
31/01/2022;Noite;SOROCABA; Não;CAMINHÃƒO TRATOR
31/01/2022;Noite;SOROCABA; Não;SEMI REBOQUE
01/02/2022;Noite;CATANDUVA; Não;MOTOCICLO
01/02/2022;Manha;ITAQUAQUECETUBA; Não;CAMINHÃƒO
01/02/2022;Noite;PINDAMONHANGABA; Não;AUTOMOVEL
01/02/2022;Noite;HORTOLANDIA; Não;AUTOMOVEL
01/02/2022;Noite;ITAPECERICA DA SERRA; Não;MOTOCICLO
01/02/2022;Noite;FERRAZ DE VASCONCELOS; Não; Não Informado
01/02/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
01/02/2022;Noite;MAIRIPORA; Não;AUTOMOVEL
01/02/2022;Noite;S.PAULO; Não;
01/02/2022;Noite;S.PAULO; Não;AUTOMOVEL
01/02/2022;Noite;S.PAULO; Não;
01/02/2022;Noite;S.PAULO; Não;AUTOMOVEL
01/02/2022;Noite;MAUA; Não;AUTOMOVEL
25/01/2022;Noite;S.PAULO; Não;AUTOMOVEL
01/02/2022;Noite;SUZANO; Não;AUTOMOVEL
01/02/2022;Noite;S.PAULO; Não;MOTOCICLO
01/02/2021;Noite;CAMPINAS; Não;MOTOCICLO
01/02/2022;Noite;BARUERI; Não;MOTOCICLO
01/02/2022;Noite;S.PAULO; Não;MOTOCICLO
01/02/2022;Noite;S.PAULO; Não;MOTOCICLO
01/02/2022;Noite;CAMPINAS; Não;AUTOMOVEL
01/02/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
01/02/2022;Noite;S.PAULO;Sim;SEMI REBOQUE
01/02/2022;Noite;S.PAULO;Sim;SEMI REBOQUE
01/02/2022;Noite;S.PAULO;Sim;AUTOMOVEL
01/02/2022;Noite;S.PAULO;Sim;CAMINHÃƒO TRATOR
02/02/2022;Madrugada;COTIA; Não;MOTOCICLO
01/02/2022;Noite;RIBEIRAO PRETO; Não;AUTOMOVEL
01/02/2022;Noite;IBIUNA; Não;CAMINHONETE
01/02/2022;Noite;S.PAULO; Não;AUTOMOVEL
01/02/2022;Noite;ITAPIRA;Sim;AUTOMOVEL
01/02/2022;Noite;LEME;Sim;
01/02/2022;Noite;LEME;Sim;CAMINHONETE
01/02/2022;Noite;LEME;Sim;
01/02/2022;Noite;LEME;Sim;CAMINHONETE
01/02/2022;Noite;LEME;Sim;
01/02/2022;Noite;LEME;Sim;CAMINHONETE
01/02/2022;Noite;LEME;Sim;
01/02/2022;Noite;LEME;Sim;CAMINHONETE
01/02/2022;Noite;NOVA ODESSA;Sim;
01/02/2022;Noite;NOVA ODESSA;Sim;AUTOMOVEL
01/02/2022;Noite;NOVA ODESSA;Sim;
01/02/2022;Noite;NOVA ODESSA;Sim;AUTOMOVEL
01/02/2022;Noite;NOVA ODESSA;Sim;
01/02/2022;Noite;NOVA ODESSA;Sim;AUTOMOVEL
01/02/2022;Noite;NOVA ODESSA;Sim;
01/02/2022;Noite;NOVA ODESSA;Sim;AUTOMOVEL
01/02/2022;Noite;NOVA ODESSA;Sim;
01/02/2022;Noite;NOVA ODESSA;Sim;AUTOMOVEL
01/02/2022;Noite;HORTOLANDIA; Não;MOTOCICLO
02/02/2022;Madrugada;GUARULHOS; Não;MOTOCICLO
02/02/2022;Madrugada;GUARULHOS; Não;MOTOCICLO
02/02/2022;Madrugada;S.PAULO; Não;MOTOCICLO
01/02/2022;Noite;S.PAULO; Não;MOTOCICLO
01/02/2022;Tarde;DIADEMA; Não;CAMINHONETE
02/02/2022;Manha;S.PAULO; Não;AUTOMOVEL
01/02/2022;Manha;S.PAULO; Não;MOTOCICLO
01/02/2022;Manha;S.PAULO; Não;MOTOCICLO
31/01/2022;Tarde;S.PAULO; Não;AUTOMOVEL
02/02/2022;Madrugada;MAUA; Não;MOTOCICLO
01/02/2022;Noite;CERQUILHO; Não;MOTOCICLO
01/02/2022;Noite;OSASCO;Sim;
01/02/2022;Noite;OSASCO;Sim;CAMINHÃƒO TRATOR
01/02/2022;Noite;OSASCO;Sim;SEMI REBOQUE
01/02/2022;Noite;OSASCO;Sim;
01/02/2022;Noite;OSASCO;Sim;CAMINHÃƒO TRATOR
01/02/2022;Noite;OSASCO;Sim;SEMI REBOQUE
01/02/2022;Noite;OSASCO;Sim;
01/02/2022;Noite;OSASCO;Sim;CAMINHÃƒO TRATOR
01/02/2022;Noite;OSASCO;Sim;SEMI REBOQUE
29/01/2022;Noite;S.PAULO; Não;
29/01/2022;Noite;S.PAULO; Não;MOTOCICLO
29/01/2022;Noite;S.PAULO; Não;
29/01/2022;Noite;S.PAULO; Não;MOTOCICLO
01/02/2022;Tarde;S.PAULO; Não;AUTOMOVEL
01/02/2022;Noite;PEDREIRA; Não;AUTOMOVEL
01/02/2022;Noite;S.PAULO; Não;MOTOCICLO
01/02/2022;Noite;OSASCO; Não;AUTOMOVEL
01/02/2022;Tarde;EMBU DAS ARTES; Não;CAMINHÃƒO
02/02/2022;Manha;S.CAETANO DO SUL; Não;AUTOMOVEL
01/02/2022;Noite;S.ANTONIO DE POSSE; Não;CAMINHÃƒO TRATOR
01/02/2022;Tarde;JABOTICABAL; Não;
01/02/2022;Tarde;JABOTICABAL; Não;AUTOMOVEL
01/02/2022;Tarde;JABOTICABAL; Não;
01/02/2022;Tarde;JABOTICABAL; Não;AUTOMOVEL
01/02/2022;Noite;S.PAULO; Não;AUTOMOVEL
01/02/2022;Noite;S.PAULO; Não;AUTOMOVEL
02/02/2022;Manha;S.PAULO; Não;
02/02/2022;Manha;S.PAULO; Não;AUTOMOVEL
02/02/2022;Manha;S.PAULO; Não;
02/02/2022;Manha;S.PAULO; Não;AUTOMOVEL
01/02/2022;Manha;S.PAULO; Não;
01/02/2022;Manha;S.PAULO; Não;CAMINHONETE
01/02/2022;Manha;S.PAULO; Não;
01/02/2022;Manha;S.PAULO; Não;CAMINHONETE
01/02/2022;Manha;S.PAULO; Não;
01/02/2022;Manha;S.PAULO; Não;CAMINHONETE
02/02/2022;Manha;SUMARE; Não;AUTOMOVEL
01/02/2022;Noite;ITAPECERICA DA SERRA; Não;AUTOMOVEL
31/01/2022;Noite;S.PAULO;Sim;
31/01/2022;Noite;S.PAULO;Sim;AUTOMOVEL
31/01/2022;Noite;S.PAULO;Sim;CAMINHONETE
31/01/2022;Noite;S.PAULO;Sim;
31/01/2022;Noite;S.PAULO;Sim;AUTOMOVEL
31/01/2022;Noite;S.PAULO;Sim;CAMINHONETE
01/02/2022;Noite;BARUERI; Não;MICRO ONIBUS
02/02/2022;Madrugada;ARACARIGUAMA; Não;
02/02/2022;Madrugada;ARACARIGUAMA; Não;CAMINHÃƒO TRATOR
02/02/2022;Madrugada;ARACARIGUAMA; Não;SEMI REBOQUE
02/02/2022;Madrugada;ARACARIGUAMA; Não;
02/02/2022;Madrugada;ARACARIGUAMA; Não;CAMINHÃƒO TRATOR
02/02/2022;Madrugada;ARACARIGUAMA; Não;SEMI REBOQUE
01/02/2022;Tarde;ARUJA; Não;AUTOMOVEL
01/02/2022;Noite;MOGI DAS CRUZES; Não;MOTOCICLO
01/02/2022;Noite;OSASCO;Sim;
01/02/2022;Noite;OSASCO;Sim;CAMINHÃƒO TRATOR
01/02/2022;Noite;OSASCO;Sim;SEMI REBOQUE
01/02/2022;Noite;OSASCO;Sim;
01/02/2022;Noite;OSASCO;Sim;CAMINHÃƒO TRATOR
01/02/2022;Noite;OSASCO;Sim;SEMI REBOQUE
01/02/2022;Noite;OSASCO;Sim;
01/02/2022;Noite;OSASCO;Sim;CAMINHÃƒO TRATOR
01/02/2022;Noite;OSASCO;Sim;SEMI REBOQUE
02/02/2022;Madrugada;S.BERNARDO DO CAMPO; Não;MOTONETA
02/02/2022;Manha;S.ANDRE; Não;UTILITÃRIO
01/02/2022;Tarde;ATIBAIA; Não;AUTOMOVEL
01/02/2022;Tarde;ATIBAIA; Não;AUTOMOVEL
26/01/2022;Madrugada;S.PAULO;Sim;MOTOCICLO
26/01/2022;Madrugada;S.PAULO;Sim;MOTOCICLO
01/02/2022;Noite;S.BERNARDO DO CAMPO; Não;
01/02/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
01/02/2022;Noite;S.BERNARDO DO CAMPO; Não;
01/02/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
02/02/2022;Manha;BERTIOGA; Não;
02/02/2022;Manha;BERTIOGA; Não;AUTOMOVEL
02/02/2022;Manha;BERTIOGA; Não;
02/02/2022;Manha;BERTIOGA; Não;AUTOMOVEL
02/02/2022;Manha;S.PAULO; Não;CAMINHONETE
02/02/2022;Manha;S.PAULO; Não;AUTOMOVEL
02/02/2022;Manha;DIADEMA; Não;AUTOMOVEL
28/01/2022;Manha;ITAQUAQUECETUBA; Não;
28/01/2022;Manha;ITAQUAQUECETUBA; Não;SEMI REBOQUE
28/01/2022;Manha;ITAQUAQUECETUBA; Não;CAMINHÃƒO TRATOR
28/01/2022;Manha;ITAQUAQUECETUBA; Não;
28/01/2022;Manha;ITAQUAQUECETUBA; Não;SEMI REBOQUE
28/01/2022;Manha;ITAQUAQUECETUBA; Não;CAMINHÃƒO TRATOR
02/02/2022;Manha;S.PAULO; Não;MOTONETA
02/02/2022;Manha;CARAPICUIBA; Não;AUTOMOVEL
01/02/2022;Tarde;MOGI DAS CRUZES; Não;
01/02/2022;Tarde;MOGI DAS CRUZES; Não;CAMINHONETE
01/02/2022;Tarde;MOGI DAS CRUZES; Não;
01/02/2022;Tarde;MOGI DAS CRUZES; Não;CAMINHONETE
02/02/2022;Manha;S.PAULO; Não;AUTOMOVEL
02/02/2022;Manha;S.PAULO; Não;MOTONETA
02/02/2022;Tarde;S.PAULO; Não;AUTOMOVEL
01/02/2022;Madrugada;S.PAULO; Não;
01/02/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
01/02/2022;Madrugada;S.PAULO; Não;
01/02/2022;Madrugada;S.PAULO; Não;AUTOMOVEL
01/02/2022;Noite;S.PAULO; Não;AUTOMOVEL
02/02/2022;Manha;BARUERI; Não;AUTOMOVEL
02/02/2022;Manha;CARAPICUIBA; Não;
02/02/2022;Manha;CARAPICUIBA; Não;CAMINHONETE
02/02/2022;Manha;CARAPICUIBA; Não;
02/02/2022;Manha;CARAPICUIBA; Não;CAMINHONETE
02/02/2022;Manha;CARAPICUIBA; Não;
02/02/2022;Manha;CARAPICUIBA; Não;CAMINHONETE
01/02/2022;Tarde;GUARULHOS; Não;
01/02/2022;Tarde;GUARULHOS; Não;CAMINHONETE
01/02/2022;Tarde;GUARULHOS; Não;
01/02/2022;Tarde;GUARULHOS; Não;CAMINHONETE
01/02/2022;Noite;S.PAULO; Não;AUTOMOVEL
23/01/2022;Manha;S.PAULO; Não;
23/01/2022;Manha;S.PAULO; Não;CAMINHONETE
23/01/2022;Manha;S.PAULO; Não;
23/01/2022;Manha;S.PAULO; Não;CAMINHONETE
02/02/2022;Manha;S.PAULO; Não;AUTOMOVEL
01/02/2022;Noite;SALTO; Não;CAMINHÃƒO
28/01/2022;Noite;S.BERNARDO DO CAMPO; Não;
28/01/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
28/01/2022;Noite;S.BERNARDO DO CAMPO; Não;
28/01/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
30/01/2022;Noite;S.BERNARDO DO CAMPO; Não;AUTOMOVEL
02/02/2022;Manha;GUARULHOS; Não;MOTOCICLO
01/02/2022;Noite;S.BERNARDO DO CAMPO; Não;MOTOCICLO
28/01/2022;Tarde;MAUA; Não;
28/01/2022;Tarde;MAUA; Não;AUTOMOVEL
28/01/2022;Tarde;MAUA; Não;
28/01/2022;Tarde;MAUA; Não;AUTOMOVEL
02/02/2022;Tarde;S.PAULO; Não;AUTOMOVEL
02/02/2022;Manha;S.VICENTE; Não;MOTOCICLO
02/02/2022;Madrugada;CAMPINAS; Não;CAMINHÃƒO TRATOR
02/02/2022;Manha;ITU; Não;
02/02/2022;Manha;ITU; Não;SEMI REBOQUE
02/02/2022;Manha;ITU; Não;CAMINHÃƒO
02/02/2022;Manha;ITU; Não;
02/02/2022;Manha;ITU; Não;SEMI REBOQUE
02/02/2022;Manha;ITU; Não;CAMINHÃƒO
02/02/2022;Manha;CAMPINAS; Não;AUTOMOVEL
01/02/2022;Tarde;S.PAULO; Não;
01/02/2022;Tarde;S.PAULO; Não;CAMIONETA
01/02/2022;Tarde;S.PAULO; Não;
01/02/2022;Tarde;S.PAULO; Não;CAMIONETA
02/02/2022;Madrugada;MIRACATU; Não;
02/02/2022;Madrugada;MIRACATU; Não;CAMINHÃƒO TRATOR
02/02/2022;Madrugada;MIRACATU; Não;SEMI REBOQUE
02/02/2022;Madrugada;MIRACATU; Não;
02/02/2022;Madrugada;MIRACATU; Não;CAMINHÃƒO TRATOR
02/02/2022;Madrugada;MIRACATU; Não;SEMI REBOQUE
02/02/2022;Madrugada;MIRACATU; Não;
02/02/2022;Madrugada;MIRACATU; Não;CAMINHÃƒO TRATOR
02/02/2022;Madrugada;MIRACATU; Não;SEMI REBOQUE
02/02/2022;Madrugada;MIRACATU; Não;
02/02/2022;Madrugada;MIRACATU; Não;CAMINHÃƒO TRATOR
02/02/2022;Madrugada;MIRACATU; Não;SEMI REBOQUE
23/01/2022;Tarde;JUNDIAI; Não; Não Informado
01/02/2022;Noite;PINDAMONHANGABA; Não;AUTOMOVEL
02/02/2022;Tarde;S.PAULO; Não;MOTOCICLO
02/02/2022;Tarde;MOGI DAS CRUZES; Não;AUTOMOVEL
02/02/2022;Tarde;MOGI DAS CRUZES; Não;AUTOMOVEL
02/02/2022;Hora_Incerta;JUNDIAI; Não;
02/02/2022;Hora_Incerta;JUNDIAI; Não;SEMI REBOQUE
02/02/2022;Hora_Incerta;JUNDIAI; Não;CAMINHÃƒO TRATOR
02/02/2022;Hora_Incerta;JUNDIAI; Não;
02/02/2022;Hora_Incerta;JUNDIAI; Não;SEMI REBOQUE
02/02/2022;Hora_Incerta;JUNDIAI; Não;CAMINHÃƒO TRATOR
02/02/2022;Tarde;S.PAULO; Não;AUTOMOVEL
02/02/2022;Manha;S.PAULO; Não;
02/02/2022;Manha;S.PAULO; Não;CAMINHÃƒO
02/02/2022;Manha;S.PAULO; Não;
02/02/2022;Manha;S.PAULO; Não;CAMINHÃƒO
02/02/2022;Hora_Incerta;JUNDIAI; Não;
02/02/2022;Hora_Incerta;JUNDIAI; Não;SEMI REBOQUE
02/02/2022;Hora_Incerta;JUNDIAI; Não;CAMINHÃƒO TRATOR
02/02/2022;Hora_Incerta;JUNDIAI; Não;
02/02/2022;Hora_Incerta;JUNDIAI; Não;SEMI REBOQUE
02/02/2022;Hora_Incerta;JUNDIAI; Não;CAMINHÃƒO TRATOR
01/02/2022;Noite;S.PAULO; Não;MOTOCICLO
02/02/2022;Manha;S.ANDRE; Não;
02/02/2022;Manha;S.ANDRE; Não;AUTOMOVEL
02/02/2022;Manha;S.ANDRE; Não;
02/02/2022;Manha;S.ANDRE; Não;AUTOMOVEL
02/02/2022;Manha;S.ANDRE; Não;
02/02/2022;Manha;S.ANDRE; Não;AUTOMOVEL
02/02/2022;Manha;S.ANDRE; Não;
