Data_Ocorrencia;Periodo_Ocorrencia;Bairro;Cidade;Flagrante;Delegacia_Nome;Descr_Automovel
31/01/2022;Tarde;SAO MATEUS;S.PAULO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
31/01/2022;Noite;LAGOA GRANDE;EMBU GUACU; Não;101Âº D.P. JDIM IMBUIAS;AUTOMOVEL
31/01/2022;Noite;GRAJAU;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
31/01/2022;Noite;JARDIM UMUARAMA;S.PAULO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
31/01/2022;Noite;JARDIM DO COLEGIO;S.PAULO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
31/01/2022;Noite;SANTA FELÃ­CIA;S.CARLOS; Não;DEL.SEC.SÃƒO CARLOS PLANTÃƒO;AUTOMOVEL
31/01/2022;Noite;REG PLANEJAMENTO 2;MAUA; Não;DELEGACIA ELETRONICA;MOTOCICLO
31/01/2022;Noite;JABAQUARA;S.PAULO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
31/01/2022;Manha;JARDIM BELA VISTA;S.ANDRE; Não;DELEGACIA ELETRONICA;AUTOMOVEL
31/01/2022;Noite;PARQUE ELDORADO;CAMPINAS; Não;DELEGACIA ELETRONICA;MOTOCICLO
31/01/2022;Noite;JARDIM RECORD;TABOAO DA SERRA; Não;DELEGACIA ELETRONICA;MOTOCICLO
31/01/2022;Noite;AREA RURAL;CARAPICUIBA; Não;DELEGACIA ELETRONICA;MOTOCICLO
31/01/2022;Noite;PARQUE NOVO ORATÃ“RIO I;S.ANDRE; Não;02Âº D.P. SANTO ANDRÃ‰;MOTOCICLO
31/01/2022;Noite;VILA TIBIRIÃ‡Ã;S.ANDRE; Não;DELEGACIA ELETRONICA;AUTOMOVEL
31/01/2022;Noite;JD FLORENCE;CAMPINAS; Não;DELEGACIA ELETRONICA;MOTOCICLO
31/01/2022;Noite;LAJEADO;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
31/01/2022;Noite;RURAL;PIRAPOZINHO;Sim;DEL.POL.PIRAPOZINHO;AUTOMOVEL
31/01/2022;Noite;VILA MATILDE;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
31/01/2022;Noite;RIO PEQUENO;S.PAULO;Sim;14Âº D.P. PINHEIROS;
31/01/2022;Noite;RIO PEQUENO;S.PAULO;Sim;14Âº D.P. PINHEIROS;AUTOMOVEL
31/01/2022;Noite;RIO PEQUENO;S.PAULO;Sim;14Âº D.P. PINHEIROS;CAMINHONETE
31/01/2022;Noite;RIO PEQUENO;S.PAULO;Sim;14Âº D.P. PINHEIROS;
31/01/2022;Noite;RIO PEQUENO;S.PAULO;Sim;14Âº D.P. PINHEIROS;AUTOMOVEL
31/01/2022;Noite;RIO PEQUENO;S.PAULO;Sim;14Âº D.P. PINHEIROS;CAMINHONETE
01/02/2022;Madrugada;ALVES DIAS;S.BERNARDO DO CAMPO; Não;DELEGACIA ELETRONICA;MOTOCICLO
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;AUTOMOVEL
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;AUTOMOVEL
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;AUTOMOVEL
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;AUTOMOVEL
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;AUTOMOVEL
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;AUTOMOVEL
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;AUTOMOVEL
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;AUTOMOVEL
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;AUTOMOVEL
31/01/2022;Noite;VILA ELISA;RIBEIRAO PRETO;Sim;CPJ RIBEIRAO PRETO;AUTOMOVEL
01/02/2022;Madrugada;BARNABES;JUQUITIBA; Não;DEL.POL.JUQUITIBA;CAMINHONETE
01/02/2022;Madrugada;VILA BASTOS;S.ANDRE; Não;DELEGACIA ELETRONICA;AUTOMOVEL
01/02/2022;Madrugada;PIRITUBA;S.PAULO; Não;87Âº D.P. V. P. BARRETO;MOTOCICLO
01/02/2022;Madrugada;ARE CENTRAL;MAIRINQUE; Não;DEL.POL.MAIRINQUE;SEMI REBOQUE
01/02/2022;Madrugada;ARE CENTRAL;MAIRINQUE; Não;DEL.POL.MAIRINQUE;SEMI REBOQUE
01/02/2022;Madrugada;ARE CENTRAL;MAIRINQUE; Não;DEL.POL.MAIRINQUE;SEMI REBOQUE
01/02/2022;Madrugada;ARE CENTRAL;MAIRINQUE; Não;DEL.POL.MAIRINQUE;CAMINHÃƒO TRATOR
31/01/2022;Noite;DOS ALVARENGAS;S.BERNARDO DO CAMPO;Sim;03Âº D.P. S.BERNARDO DO CAMPO;
31/01/2022;Noite;DOS ALVARENGAS;S.BERNARDO DO CAMPO;Sim;03Âº D.P. S.BERNARDO DO CAMPO;
01/02/2022;Manha;JARAGUA;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
01/02/2022;Manha;VILA ANDRADE;S.PAULO; Não;89Âº D.P. JARDIM TABOAO;MOTOCICLO
01/02/2022;Madrugada;JARDIM DAS ROSAS;JABOTICABAL; Não;DEL.POL.PLANTÃƒO JABOTICABAL;MOTOCICLO
31/01/2022;Manha;PONTE GRANDE;GUARULHOS; Não;DEL.POL.MOGI MIRIM;CAMINHÃƒO
31/01/2022;Madrugada;VILA JACUI;S.PAULO; Não;62Âº D.P. ERMELINO MATARAZZO;AUTOMOVEL
31/01/2022;Tarde;CENTRO;DIADEMA; Não;01Âº D.P. DIADEMA;MOTOCICLO
31/01/2022;Tarde;CH DONA ESCOLÃSTICA;ITAQUAQUECETUBA; Não;DEL.POL.ITAQUAQUECETUBA;SEMI REBOQUE
31/01/2022;Tarde;CH DONA ESCOLÃSTICA;ITAQUAQUECETUBA; Não;DEL.POL.ITAQUAQUECETUBA;CAMINHÃƒO TRATOR
31/01/2022;Noite;INDUSTRIAL ANHANGUERA;OSASCO; Não;10Âº D.P. OSASCO;MOTOCICLO
27/01/2022;Manha;TIJUCO PRETO;JUNDIAI; Não;DEL.POL.CAMPO LIMPO PAULISTA;REBOQUE
27/01/2022;Manha;TIJUCO PRETO;JUNDIAI; Não;DEL.POL.CAMPO LIMPO PAULISTA;CAMINHÃƒO TRATOR
31/01/2022;Noite;CENTRO;S.BERNARDO DO CAMPO; Não;01Âº D.P. S.B.C DR OMAR CASSIM;AUTOMOVEL
31/01/2022;Tarde;RURAL;ITAPIRA; Não;DEL.POL.ITAPIRA;MOTOCICLO
31/01/2022;Tarde;PARQUE SAO RAFAEL;S.PAULO; Não;49Âº D.P. SAO MATEUS;
31/01/2022;Tarde;PARQUE SAO RAFAEL;S.PAULO; Não;49Âº D.P. SAO MATEUS;AUTOMOVEL
31/01/2022;Tarde;PARQUE SAO RAFAEL;S.PAULO; Não;49Âº D.P. SAO MATEUS;
31/01/2022;Tarde;PARQUE SAO RAFAEL;S.PAULO; Não;49Âº D.P. SAO MATEUS;AUTOMOVEL
29/01/2022;Noite;JARDIM ANGELA;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
01/02/2022;Manha;VILA ANDRADE;S.PAULO; Não;89Âº D.P. JARDIM TABOAO;
01/02/2022;Manha;VILA ANDRADE;S.PAULO; Não;89Âº D.P. JARDIM TABOAO;MOTOCICLO
01/02/2022;Manha;VILA ANDRADE;S.PAULO; Não;89Âº D.P. JARDIM TABOAO;
01/02/2022;Manha;VILA ANDRADE;S.PAULO; Não;89Âº D.P. JARDIM TABOAO;MOTOCICLO
31/01/2022;Noite;JARDIM ANGELA;S.PAULO; Não;100Âº D.P. JDIM HERCULANO;CAMINHONETE
31/01/2022;Madrugada;VILA JACUI;S.PAULO; Não;62Âº D.P. ERMELINO MATARAZZO;AUTOMOVEL
31/01/2022;Noite;VILA BARROS;GUARULHOS; Não;DELEGACIA ELETRONICA;MOTOCICLO
31/01/2022;Noite;;S.PAULO; Não;74Âº D.P. PARADA TAIPAS;MOTOCICLO
01/02/2022;Manha;VILA MARIANA;S.PAULO; Não;17Âº D.P. DOUTOR ALDO GALIANO;AUTOMOVEL
31/01/2022;Tarde;BARONESA;OSASCO; Não;10Âº D.P. OSASCO;
31/01/2022;Tarde;BARONESA;OSASCO; Não;10Âº D.P. OSASCO;CAMINHONETE
31/01/2022;Tarde;BARONESA;OSASCO; Não;10Âº D.P. OSASCO;
31/01/2022;Tarde;BARONESA;OSASCO; Não;10Âº D.P. OSASCO;CAMINHONETE
31/01/2022;Tarde;BARONESA;OSASCO; Não;10Âº D.P. OSASCO;
31/01/2022;Tarde;BARONESA;OSASCO; Não;10Âº D.P. OSASCO;CAMINHONETE
31/01/2022;Tarde;;GUARULHOS; Não;07Âº D.P. LAPA;MOTOCICLO
31/10/2021;Tarde;MOMBAÃ‡A;EMBU GUACU; Não;DEL.POL.EMBU GUAÃ‡U;CAMINHONETE
31/01/2022;Noite;SAO MATEUS;S.PAULO; Não;69Âº D.P. TEOTONIO VILELA;AUTOMOVEL
01/02/2022;Manha;VILA MEDEIROS;S.PAULO; Não;73Âº D.P. JACANA;
01/02/2022;Manha;VILA MEDEIROS;S.PAULO; Não;73Âº D.P. JACANA;MOTOCICLO
01/02/2022;Manha;VILA MEDEIROS;S.PAULO; Não;73Âº D.P. JACANA;
01/02/2022;Manha;VILA MEDEIROS;S.PAULO; Não;73Âº D.P. JACANA;MOTOCICLO
01/02/2022;Manha;;PORTO FELIZ; Não;74Âº D.P. PARADA TAIPAS;
01/02/2022;Manha;;PORTO FELIZ; Não;74Âº D.P. PARADA TAIPAS;SEMI REBOQUE
01/02/2022;Manha;;PORTO FELIZ; Não;74Âº D.P. PARADA TAIPAS;CAMINHÃƒO TRATOR
01/02/2022;Manha;;PORTO FELIZ; Não;74Âº D.P. PARADA TAIPAS;
01/02/2022;Manha;;PORTO FELIZ; Não;74Âº D.P. PARADA TAIPAS;SEMI REBOQUE
01/02/2022;Manha;;PORTO FELIZ; Não;74Âº D.P. PARADA TAIPAS;CAMINHÃƒO TRATOR
01/02/2022;Madrugada;VILA SACADURA CABRAL;S.ANDRE; Não;01Âº D.P. SANTO ANDRÃ‰;MOTONETA
31/01/2022;Noite;PIRITUBA;S.PAULO; Não;33Âº D.P. PIRITUBA;AUTOMOVEL
01/02/2022;Manha;SAO MATEUS;S.PAULO; Não;49Âº D.P. SAO MATEUS;CAMINHONETE
01/02/2022;Manha;SERRARIA;DIADEMA; Não;04Âº D.P. DIADEMA;AUTOMOVEL
01/02/2022;Manha;CENTRO;S.BERNARDO DO CAMPO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
30/01/2022;Madrugada;JD ITATIAIA;CAMPINAS; Não;DEL.POL.CAJAMAR;AUTOMOVEL
01/02/2022;Madrugada;DISTRITO INDUSTRIAL;CUBATAO; Não;01Âº D.P. CUBATÃƒO;
01/02/2022;Madrugada;DISTRITO INDUSTRIAL;CUBATAO; Não;01Âº D.P. CUBATÃƒO;CAMINHÃƒO
01/02/2022;Madrugada;DISTRITO INDUSTRIAL;CUBATAO; Não;01Âº D.P. CUBATÃƒO;
01/02/2022;Madrugada;DISTRITO INDUSTRIAL;CUBATAO; Não;01Âº D.P. CUBATÃƒO;CAMINHÃƒO
01/02/2022;Manha;VILA LUNARDI;CAMPINAS; Não;08Âº D.P. CAMPINAS;CAMINHONETE
01/02/2022;Manha;JORDANÃ“POLIS;S.BERNARDO DO CAMPO; Não;05Âº D.P. S.BERNARDO DO CAMPO;MOTOCICLO
01/02/2022;Manha;VILA MARIANA;S.PAULO; Não;30Âº D.P. TATUAPE;UTILITÃRIO
01/02/2022;Manha;ZONA RURAL;BRODOWSKI; Não;DEL.POL.JARDINOPOLIS;CAMINHONETE
31/01/2022;Noite;AREA RURAL;CARAPICUIBA; Não;02Âº D.P. CARAPICUIBA;AUTOMOVEL
01/02/2022;Tarde;CAPAO REDONDO;S.PAULO; Não;47Âº D.P. CAPAO REDONDO;AUTOMOVEL
27/01/2022;Manha;RURAL;FRANCA; Não;DEL.SEC.FRANCA PLANTÃƒO;
27/01/2022;Manha;RURAL;FRANCA; Não;DEL.SEC.FRANCA PLANTÃƒO;
01/02/2022;Manha;SACOMA;S.PAULO; Não;26Âº D.P. SACOMA;
01/02/2022;Manha;SACOMA;S.PAULO; Não;26Âº D.P. SACOMA;AUTOMOVEL
01/02/2022;Manha;SACOMA;S.PAULO; Não;26Âº D.P. SACOMA;
01/02/2022;Manha;SACOMA;S.PAULO; Não;26Âº D.P. SACOMA;AUTOMOVEL
01/02/2022;Manha;SACOMA;S.PAULO; Não;26Âº D.P. SACOMA;
01/02/2022;Manha;SACOMA;S.PAULO; Não;26Âº D.P. SACOMA;AUTOMOVEL
01/02/2022;Madrugada;GRAJAU;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
31/01/2022;Tarde;JD CAMPINEIRO;CAMPINAS; Não;01Âº D.P. SANTO ANDRÃ‰;CAMINHÃƒO
28/01/2022;Noite;JARDIM HORIZONTE;SOROCABA; Não;06Âº D.P. SOROCABA;MOTOCICLO
31/01/2022;Noite;CASCALHO;AGUAI; Não;DEL.POL.AGUAI;AUTOMOVEL
01/02/2022;Manha;JD IPAUSSURAMA;CAMPINAS; Não;11Âº D.P. CAMPINAS;CAMINHÃƒO
28/01/2022;Noite;JARDIM JOAQUIM PROCOPIO DE ARAUJO FERRAZ;RIBEIRAO PRETO; Não;CPJ RIBEIRAO PRETO;MOTOCICLO
01/02/2022;Tarde;JARDIM SHANGRILA (ZONA NORTE);S.PAULO; Não;74Âº D.P. PARADA TAIPAS;CAMINHONETE
31/01/2022;Noite;CHACARA ASSAY;HORTOLANDIA; Não;DEL.POL.PLANTÃƒO HORTOLÃ‚NDIA;MOTOCICLO
18/01/2022;Tarde;SÃ­TIO DA MOENDA;ITATIBA; Não;DEL.POL.JARINU;CAMINHÃƒO
28/01/2022;Madrugada;GUAIANASES;S.PAULO; Não;44Âº D.P. GUAIANAZES;
28/01/2022;Madrugada;GUAIANASES;S.PAULO; Não;44Âº D.P. GUAIANAZES;AUTOMOVEL
28/01/2022;Madrugada;GUAIANASES;S.PAULO; Não;44Âº D.P. GUAIANAZES;
28/01/2022;Madrugada;GUAIANASES;S.PAULO; Não;44Âº D.P. GUAIANAZES;AUTOMOVEL
01/02/2022;Manha;SAO LUCAS;S.PAULO; Não;56Âº D.P. VILA ALPINA;CAMINHONETE
01/02/2022;Tarde;CLIMA;GUARULHOS; Não;DELEGACIA ELETRONICA;AUTOMOVEL
31/01/2022;Manha;JD PAULISTA;CAMPO LIMPO PAULISTA; Não;DEL.POL.JARINU;
31/01/2022;Manha;JD PAULISTA;CAMPO LIMPO PAULISTA; Não;DEL.POL.JARINU;CAMINHÃƒO
31/01/2022;Manha;JD PAULISTA;CAMPO LIMPO PAULISTA; Não;DEL.POL.JARINU;
31/01/2022;Manha;JD PAULISTA;CAMPO LIMPO PAULISTA; Não;DEL.POL.JARINU;CAMINHÃƒO
01/02/2022;Tarde;;S.PAULO; Não;74Âº D.P. PARADA TAIPAS;CAMINHONETE
01/02/2022;Manha;PEDREIRA;S.PAULO; Não;04Âº D.P. DIADEMA;AUTOMOVEL
31/01/2022;Tarde;CENTRO;S.ANDRE; Não;01Âº D.P. SANTO ANDRÃ‰;MOTOCICLO
17/12/2021;Noite;JARDIM ANGELA;S.PAULO; Não;15Âº D.P. DR. LUC. H BEIGUELMAN;MOTOCICLO
31/01/2022;Tarde;CUMBICA;GUARULHOS; Não;44Âº D.P. GUAIANAZES;CAMINHONETE
01/02/2022;Tarde;PARQUE REGINA;S.PAULO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
31/01/2022;Noite;BONFIM;CAMPINAS; Não;PLANTÃƒO  01 DP CAMPINAS;MOTOCICLO
01/02/2022;Tarde;VILA ASSUNÃ‡ÃƑO;S.ANDRE; Não;01Âº D.P. SANTO ANDRÃ‰;AUTOMOVEL
28/01/2022;Tarde;JARDIM ROSEIRAL;JARINU; Não;DEL.POL.JARINU;
28/01/2022;Tarde;JARDIM ROSEIRAL;JARINU; Não;DEL.POL.JARINU;CAMINHÃƒO TRATOR
28/01/2022;Tarde;JARDIM ROSEIRAL;JARINU; Não;DEL.POL.JARINU;
28/01/2022;Tarde;JARDIM ROSEIRAL;JARINU; Não;DEL.POL.JARINU;CAMINHÃƒO TRATOR
28/01/2022;Tarde;JARDIM ROSEIRAL;JARINU; Não;DEL.POL.JARINU;
28/01/2022;Tarde;JARDIM ROSEIRAL;JARINU; Não;DEL.POL.JARINU;CAMINHÃƒO TRATOR
01/02/2022;Tarde;JD MURIANO;CAJAMAR; Não;01Âº D.P. CAJAMAR;AUTOMOVEL
01/02/2022;Tarde;CARRAO;S.PAULO; Não;10Âº D.P. PENHA DE FRANCA;AUTOMOVEL
01/02/2022;Tarde;MUNHOZ JR;OSASCO; Não;DISE DEL.SEC.OSASCO;
01/02/2022;Tarde;MUNHOZ JR;OSASCO; Não;DISE DEL.SEC.OSASCO;CAMINHONETE
01/02/2022;Tarde;MUNHOZ JR;OSASCO; Não;DISE DEL.SEC.OSASCO;
01/02/2022;Tarde;MUNHOZ JR;OSASCO; Não;DISE DEL.SEC.OSASCO;CAMINHONETE
01/02/2022;Tarde;MUNHOZ JR;OSASCO; Não;DISE DEL.SEC.OSASCO;
01/02/2022;Tarde;MUNHOZ JR;OSASCO; Não;DISE DEL.SEC.OSASCO;CAMINHONETE
01/02/2022;Tarde;MUNHOZ JR;OSASCO; Não;DISE DEL.SEC.OSASCO;
01/02/2022;Tarde;MUNHOZ JR;OSASCO; Não;DISE DEL.SEC.OSASCO;CAMINHONETE
01/02/2022;Tarde;BAIRRO LAJEADO;TAQUARITUBA; Não;DEL.POL.TAQUARITUBA;AUTOMOVEL
01/02/2022;Tarde;BAIRRO PEDREIRA;RIO GRANDE DA SERRA; Não;DEL.POL.RPIRES DR.EVANDRO LIMA;CAMINHONETE
01/02/2022;Tarde;IPIRANGA;S.PAULO; Não;16Âº D.P. VILA CLEMENTINO;AUTOMOVEL
01/02/2022;Tarde;VILA FIRENZE;CAMPO LIMPO PAULISTA; Não;DELEGACIA ELETRONICA;MOTOCICLO
01/02/2022;Tarde;JARDIM CRISTIANE;S.ANDRE; Não;DELEGACIA ELETRONICA;MOTOCICLO
01/02/2022;Madrugada;PERUS;S.PAULO; Não;DEL.POL.CAIEIRAS;AUTOMOVEL
01/02/2022;Noite;AREA RURAL;RIO CLARO; Não;DEL.SEC.RIO CLARO PLANTÃƒO;MOTOCICLO
01/02/2022;Tarde;PIMENTAS;GUARULHOS;Sim;04Âº D.P. GUARULHOS;
01/02/2022;Tarde;PIMENTAS;GUARULHOS;Sim;04Âº D.P. GUARULHOS;CAMINHONETE
01/02/2022;Tarde;PIMENTAS;GUARULHOS;Sim;04Âº D.P. GUARULHOS;
01/02/2022;Tarde;PIMENTAS;GUARULHOS;Sim;04Âº D.P. GUARULHOS;CAMINHONETE
30/01/2022;Tarde;SOL NASCENTE;SUMARE; Não;DEL.POL.PLANTÃƒO SUMARE;CAMINHONETE
01/02/2022;Tarde;CRUZEIRO DO SUL;S.BARBARA D OESTE; Não;DEL.POL.PLANTÃƒO S.BARB.DOESTE;
01/02/2022;Tarde;CRUZEIRO DO SUL;S.BARBARA D OESTE; Não;DEL.POL.PLANTÃƒO S.BARB.DOESTE;AUTOMOVEL
01/02/2022;Tarde;CRUZEIRO DO SUL;S.BARBARA D OESTE; Não;DEL.POL.PLANTÃƒO S.BARB.DOESTE;
01/02/2022;Tarde;CRUZEIRO DO SUL;S.BARBARA D OESTE; Não;DEL.POL.PLANTÃƒO S.BARB.DOESTE;AUTOMOVEL
01/02/2022;Noite;OSVALDO CRUZ;S.CAETANO DO SUL; Não;DELEGACIA ELETRONICA;AUTOMOVEL
31/01/2022;Noite;JD SPADA;MAIRIPORA; Não;04Âº D.P. GUARULHOS;
31/01/2022;Noite;JD SPADA;MAIRIPORA; Não;04Âº D.P. GUARULHOS;CAMINHÃƒO TRATOR
31/01/2022;Noite;JD SPADA;MAIRIPORA; Não;04Âº D.P. GUARULHOS;SEMI REBOQUE
31/01/2022;Noite;JD SPADA;MAIRIPORA; Não;04Âº D.P. GUARULHOS;
31/01/2022;Noite;JD SPADA;MAIRIPORA; Não;04Âº D.P. GUARULHOS;CAMINHÃƒO TRATOR
31/01/2022;Noite;JD SPADA;MAIRIPORA; Não;04Âº D.P. GUARULHOS;SEMI REBOQUE
01/02/2022;Tarde;Ã‰DEN;SOROCABA; Não;DELEGACIA ELETRONICA;MOTOCICLO
01/02/2022;Noite;KM DEZOITO;OSASCO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
01/02/2022;Noite;BAETA NEVES;S.BERNARDO DO CAMPO; Não;01Âº D.P. S.B.C DR OMAR CASSIM;AUTOMOVEL
01/02/2022;Tarde;RIO PEQUENO;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
01/02/2022;Tarde;AREA RURAL;PARDINHO; Não;24Âº D.P. PONTE RASA;CAMINHÃƒO TRATOR
01/02/2022;Tarde;AREA RURAL;PARDINHO; Não;24Âº D.P. PONTE RASA;SEMI REBOQUE
01/02/2022;Noite;SANTO AMARO;S.PAULO; Não;11Âº D.P. SANTO AMARO;MOTOCICLO
01/02/2022;Noite;VILA SANTO ESTEFANO;S.PAULO; Não;16Âº D.P. VILA CLEMENTINO;AUTOMOVEL
29/01/2022;Tarde;PIRAJUSSARA;EMBU DAS ARTES; Não;DELEGACIA ELETRONICA;AUTOMOVEL
01/02/2022;Noite;AREAO;TAUBATE; Não;DEL.SEC.TAUBATE PLANTÃƒO;MOTOCICLO
01/02/2022;Noite;CAMPO BELO;S.PAULO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
31/01/2022;Noite;JARDIM PRAISO;SOROCABA; Não;DEL.POL.ITAPECERICA DA SERRA;
31/01/2022;Noite;JARDIM PRAISO;SOROCABA; Não;DEL.POL.ITAPECERICA DA SERRA;CAMINHÃƒO TRATOR
31/01/2022;Noite;JARDIM PRAISO;SOROCABA; Não;DEL.POL.ITAPECERICA DA SERRA;SEMI REBOQUE
31/01/2022;Noite;JARDIM PRAISO;SOROCABA; Não;DEL.POL.ITAPECERICA DA SERRA;
31/01/2022;Noite;JARDIM PRAISO;SOROCABA; Não;DEL.POL.ITAPECERICA DA SERRA;CAMINHÃƒO TRATOR
31/01/2022;Noite;JARDIM PRAISO;SOROCABA; Não;DEL.POL.ITAPECERICA DA SERRA;SEMI REBOQUE
01/02/2022;Noite;VILA MARIA JORGE;CATANDUVA; Não;DEL.SEC.CATANDUVA PLANTÃƒO;MOTOCICLO
01/02/2022;Manha;VL VIRGINIA;ITAQUAQUECETUBA; Não;DEL.POL.ARUJA;CAMINHÃƒO
01/02/2022;Noite;VILA RICA;PINDAMONHANGABA; Não;DEL.POL.PLANTÃƒO PINDA;AUTOMOVEL
01/02/2022;Noite;JARDIM SANTANA;HORTOLANDIA; Não;DEL.POL.PLANTÃƒO HORTOLÃ‚NDIA;AUTOMOVEL
01/02/2022;Noite;EMBU MIRIM;ITAPECERICA DA SERRA; Não;DEL.POL.ITAPECERICA DA SERRA;MOTOCICLO
01/02/2022;Noite;VILA ANDIARA;FERRAZ DE VASCONCELOS; Não;DELEGACIA ELETRONICA; Não Informado
01/02/2022;Noite;BAETA NEVES;S.BERNARDO DO CAMPO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
01/02/2022;Noite;JD HENRIQUE MARTINS;MAIRIPORA; Não;DEL.POL.MAIRIPORÃƒ;AUTOMOVEL
01/02/2022;Noite;VILA SANTO ESTEFANO;S.PAULO; Não;16Âº D.P. VILA CLEMENTINO;
01/02/2022;Noite;VILA SANTO ESTEFANO;S.PAULO; Não;16Âº D.P. VILA CLEMENTINO;AUTOMOVEL
01/02/2022;Noite;VILA SANTO ESTEFANO;S.PAULO; Não;16Âº D.P. VILA CLEMENTINO;
01/02/2022;Noite;VILA SANTO ESTEFANO;S.PAULO; Não;16Âº D.P. VILA CLEMENTINO;AUTOMOVEL
01/02/2022;Noite;ALTO DA BOA VISTA;MAUA; Não;DELEGACIA ELETRONICA;AUTOMOVEL
25/01/2022;Noite;JARDIM IBITIRAMA;S.PAULO; Não;56Âº D.P. VILA ALPINA;AUTOMOVEL
01/02/2022;Noite;VILA FIGUEIRA;SUZANO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
01/02/2022;Noite;SANTO AMARO;S.PAULO; Não;DELEGACIA ELETRONICA;MOTOCICLO
01/02/2021;Noite;TAQUARAL;CAMPINAS; Não;DELEGACIA ELETRONICA;MOTOCICLO
01/02/2022;Noite;JD ITAQUITI;BARUERI; Não;DEL.POL.BARUERI;MOTOCICLO
01/02/2022;Noite;SOCORRO;S.PAULO; Não;11Âº D.P. SANTO AMARO;MOTOCICLO
01/02/2022;Noite;SOCORRO;S.PAULO; Não;11Âº D.P. SANTO AMARO;MOTOCICLO
01/02/2022;Noite;JD STA LUCIA;CAMPINAS; Não;DEL.SEC.2Âª CAMPINAS PLANTÃƒO;AUTOMOVEL
01/02/2022;Noite;SANTA TEREZINHA;S.BERNARDO DO CAMPO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
01/02/2022;Noite;JAGUARE;S.PAULO;Sim;91Âº D.P. CEASA;SEMI REBOQUE
01/02/2022;Noite;JAGUARE;S.PAULO;Sim;91Âº D.P. CEASA;SEMI REBOQUE
01/02/2022;Noite;JAGUARE;S.PAULO;Sim;91Âº D.P. CEASA;AUTOMOVEL
01/02/2022;Noite;JAGUARE;S.PAULO;Sim;91Âº D.P. CEASA;CAMINHÃƒO TRATOR
02/02/2022;Madrugada;JD ADELINA;COTIA; Não;DEL.POL.COTIA;MOTOCICLO
01/02/2022;Noite;JARDIM ANTARTICA;RIBEIRAO PRETO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
01/02/2022;Noite;VOTORANTIM;IBIUNA; Não;DEL.POL.IBIÃšNA;CAMINHONETE
01/02/2022;Noite;SAO RAFAEL;S.PAULO; Não;DELEGACIA ELETRONICA;AUTOMOVEL
01/02/2022;Noite;RURAL;ITAPIRA;Sim;DEL.SEC.MOGI GUAÃ‡U PLANTÃƒO;AUTOMOVEL
01/02/2022;Noite;CENTRO;LEME;Sim;DEL.POL.PIRASSUNUNGA;
01/02/2022;Noite;CENTRO;LEME;Sim;DEL.POL.PIRASSUNUNGA;CAMINHONETE
01/02/2022;Noite;CENTRO;LEME;Sim;DEL.POL.PIRASSUNUNGA;
01/02/2022;Noite;CENTRO;LEME;Sim;DEL.POL.PIRASSUNUNGA;CAMINHONETE
